"Hugo_Symbol","Low","High","pval","or","ci.up","ci.low","adjPval"
"CASZ1",5,3,0.666846143491722,2.07490412175537,18.303096458584,0.282837706100956,1
"CCDC88A",3,5,0.666846143491722,0.481949980008715,3.53559648671122,0.0546355641113941,1
"CDH8",3,5,0.666846143491722,0.481949980008715,3.53559648671122,0.0546355641113941,1
"CNTNAP5",3,5,0.666846143491722,0.481949980008715,3.53559648671122,0.0546355641113941,1
"COL22A1",3,5,0.666846143491722,0.481949980008715,3.53559648671122,0.0546355641113941,1
"COL5A1",5,3,0.666846143491722,2.07490412175537,18.303096458584,0.282837706100956,1
"CRACD",3,5,0.666846143491722,0.481949980008715,3.53559648671122,0.0546355641113941,1
"FANCA",3,5,0.666846143491722,0.481949980008715,3.53559648671122,0.0546355641113941,1
"FMN2",5,3,0.666846143491722,2.07490412175537,18.303096458584,0.282837706100956,1
"FRAS1",5,3,0.666846143491722,2.07490412175537,18.303096458584,0.282837706100956,1
"GRM5",5,3,0.666846143491722,2.07490412175537,18.303096458584,0.282837706100956,1
"KRAS",3,5,0.666846143491722,0.481949980008715,3.53559648671122,0.0546355641113941,1
"LRP1B",5,3,0.666846143491722,2.07490412175537,18.303096458584,0.282837706100956,1
"LTBP2",3,5,0.666846143491722,0.481949980008715,3.53559648671122,0.0546355641113941,1
"MAGEL2",5,3,0.666846143491722,2.07490412175537,18.303096458584,0.282837706100956,1
"MAP1B",3,5,0.666846143491722,0.481949980008715,3.53559648671122,0.0546355641113941,1
"MAP3K4",3,5,0.666846143491722,0.481949980008715,3.53559648671122,0.0546355641113941,1
"MYH6",3,5,0.666846143491722,0.481949980008715,3.53559648671122,0.0546355641113941,1
"NF1",3,5,0.666846143491722,0.481949980008715,3.53559648671122,0.0546355641113941,1
"NUGGC",5,3,0.666846143491722,2.07490412175537,18.303096458584,0.282837706100956,1
"PCNT",5,3,0.666846143491722,2.07490412175537,18.303096458584,0.282837706100956,1
"PIK3C2B",5,3,0.666846143491722,2.07490412175537,18.303096458584,0.282837706100956,1
