"Pesticide_1","Pesticide_2","Estimate_Pest1_adj","Pvalue_Pest1_adj","Estimate_Pest2_adj","Pvalue_Pest2_adj","Correlation","Correlation_pvalue","N_obs","N_SC","Estimate_Pest1_unadj","Pvalue_Pest1_unadj","N_SC_Pest1_unadj","Estimate_Pest2_unadj","Pvalue_Pest2_unadj","N_SC_Pest2_unadj","Filters"
"XCARBARYL","XCYFLUTHRIN",0.146559326084059,0.33152707945203,0.295667683624763,0.0585788581122703,0.474400563186988,9.62813283492965e-91,1603,101,0.265623730892723,0.0535919877747532,103,0.359627038793491,0.0115992555763812,101,"GroupFilter=TRUE;MinGroup=10;Top=TRUE;TopPct=0.05;Bottom=FALSE;BottomPct=0.05"
"XCARBARYL","XCYHALOTHRINLAMBDA",0.128391556938936,0.401153394888048,0.270663541055023,0.111780102965106,0.533679630056316,7.01713375025484e-128,1729,102,0.255680960441622,0.0503410547567328,103,0.345276395196765,0.0179661375767412,102,"GroupFilter=TRUE;MinGroup=10;Top=TRUE;TopPct=0.05;Bottom=FALSE;BottomPct=0.05"
"XCARBARYL","XDIAZINON",0.181388857426328,0.206695955511339,0.259463982140921,0.0630366750243714,0.43688525160181,3.4594999822056e-81,1722,103,0.267352033239274,0.0497103659636984,103,0.31311486120741,0.020229509024509,103,"GroupFilter=TRUE;MinGroup=10;Top=TRUE;TopPct=0.05;Bottom=FALSE;BottomPct=0.05"
"XCARBARYL","XESFENVALERATE",0.0672435034779652,0.652355724168297,0.334341918744278,0.0167438529935034,0.638270354627255,1.20881169351555e-225,1968,103,0.265562371539998,0.0326783972143498,103,0.370874313192228,0.00131868348230415,103,"GroupFilter=TRUE;MinGroup=10;Top=TRUE;TopPct=0.05;Bottom=FALSE;BottomPct=0.05"
"XCARBARYL","XGLYPHOSATE",-0.00152330329978504,0.991533600093322,0.443091716905624,0.000891944014584737,0.571654666184545,3.53031734757272e-177,2038,103,0.279328906172856,0.0174476266173135,103,0.4422643910834,5.15403499622796e-05,103,"GroupFilter=TRUE;MinGroup=10;Top=TRUE;TopPct=0.05;Bottom=FALSE;BottomPct=0.05"
"XCARBARYL","XMETOLACHLOR",0.119317781611635,0.461829529113301,0.301444743325627,0.00579056231533718,0.632311490998831,2.25622195743765e-185,1654,102,0.372905068755657,0.00541663043417835,103,0.348733951864501,0.000102303172038267,102,"GroupFilter=TRUE;MinGroup=10;Top=TRUE;TopPct=0.05;Bottom=FALSE;BottomPct=0.05"
"XCARBARYL","XNICOSULFURON",0.0518884425568939,0.752249137657843,0.45100784864624,0.000205863755275295,0.628085603022437,1.1811360664796e-187,1704,101,0.409542454626982,0.00239328207313006,103,0.473812295709426,1.92357449109919e-06,101,"GroupFilter=TRUE;MinGroup=10;Top=TRUE;TopPct=0.05;Bottom=FALSE;BottomPct=0.05"
"XCARBARYL","XPENDIMETHALIN",0.150097326888701,0.294853949025238,0.201637966780308,0.075614110074119,0.638035339780029,1.1811056268144e-230,2014,103,0.291637008155982,0.0145814767651194,103,0.268178309649607,0.00470653603051813,103,"GroupFilter=TRUE;MinGroup=10;Top=TRUE;TopPct=0.05;Bottom=FALSE;BottomPct=0.05"
"XCARBARYL","XPICLORAM",0.232193277292507,0.0771997136482641,0.184021221054339,0.190416144412504,0.343456778450096,1.04207360471859e-51,1826,100,0.278788599220115,0.0278676560058531,103,0.248542109484729,0.0684622080202039,100,"GroupFilter=TRUE;MinGroup=10;Top=TRUE;TopPct=0.05;Bottom=FALSE;BottomPct=0.05"
"XCARBARYL","XPROPARGITE",0.250869501823623,0.0530699273099174,-0.356283573750422,0.000809831264744035,0.115007162907325,0.000207606337725907,1036,95,0.217394728683996,0.102905189792778,103,-0.334379602462395,0.00147491647897287,95,"GroupFilter=TRUE;MinGroup=10;Top=TRUE;TopPct=0.05;Bottom=FALSE;BottomPct=0.05"
"XCARBARYL","XSETHOXYDIM",0.191807803592416,0.161997335806857,0.18080488746316,0.101560001411947,0.50702083485095,9.06261234677403e-125,1902,103,0.280790159658331,0.0261148177605193,103,0.242169670145487,0.0171440711174714,103,"GroupFilter=TRUE;MinGroup=10;Top=TRUE;TopPct=0.05;Bottom=FALSE;BottomPct=0.05"
"XCARBARYL","XSIMAZINE",0.012200656836636,0.940351181161993,0.410069707816371,0.000778900087609616,0.633402188645921,6.56489374980137e-199,1768,103,0.347251686264338,0.00732289450816622,103,0.415910640513843,1.56576251483075e-05,103,"GroupFilter=TRUE;MinGroup=10;Top=TRUE;TopPct=0.05;Bottom=FALSE;BottomPct=0.05"
"XCARBARYL","XTERBUFOS",0.196311779503256,0.244483696946812,0.26565109278665,0.0369022977381879,0.597859036600512,4.82533183192632e-154,1583,99,0.389997554125421,0.00582925551070358,103,0.347603031784815,0.00118058008694186,99,"GroupFilter=TRUE;MinGroup=10;Top=TRUE;TopPct=0.05;Bottom=FALSE;BottomPct=0.05"
"XCARBARYL","XDIMETHENAMID",0.110347008140201,0.531972932118123,0.291570172740954,0.00881075148600934,0.612165915664964,3.85283262824974e-159,1541,99,0.376453126825254,0.00941265345254578,103,0.332093952891311,0.000284574928900398,99,"GroupFilter=TRUE;MinGroup=10;Top=TRUE;TopPct=0.05;Bottom=FALSE;BottomPct=0.05"
"XCARBARYL","XFENBUCONAZOLE",0.189433605750434,0.349604577592977,0.357381409373727,0.0472600163592062,0.483829630226517,2.8555689556776e-25,407,30,0.379051065110224,0.0378016279125556,103,0.432539795600287,0.00988503477628443,30,"GroupFilter=TRUE;MinGroup=10;Top=TRUE;TopPct=0.05;Bottom=FALSE;BottomPct=0.05"
"XCARBARYL","XACETOCHLOR",0.236179114243424,0.166254474285922,0.244428062129712,0.0185078135936464,0.6048439114082,7.68521645497783e-151,1505,99,0.4628705201568,0.00110220406996975,103,0.326197715400036,0.000182547240438009,99,"GroupFilter=TRUE;MinGroup=10;Top=TRUE;TopPct=0.05;Bottom=FALSE;BottomPct=0.05"
"XCARBARYL","XIMIDACLOPRID",0.364179205100968,0.0117208495821108,-0.0252598651645203,0.848218114294945,0.349463697687574,4.57827624710668e-45,1526,102,0.353323437561126,0.00795518253468789,103,0.102611038359395,0.402354130184421,102,"GroupFilter=TRUE;MinGroup=10;Top=TRUE;TopPct=0.05;Bottom=FALSE;BottomPct=0.05"
"XCARBARYL","XRIMSULFURON",0.0974000152130852,0.553980031004017,0.408933441490807,0.00303281498552672,0.537803563254888,4.7954062153909e-111,1471,100,0.320714311036419,0.0289664102274021,103,0.447266164443885,0.000268973184140721,100,"GroupFilter=TRUE;MinGroup=10;Top=TRUE;TopPct=0.05;Bottom=FALSE;BottomPct=0.05"
"XCARBARYL","XGLUFOSINATE",0.0389522577378089,0.835466470626142,0.357766225250829,0.0024075619613927,0.548053275844111,8.07893426295501e-105,1326,101,0.358441871983334,0.021608673549988,103,0.371656595967253,0.000148378536604026,101,"GroupFilter=TRUE;MinGroup=10;Top=TRUE;TopPct=0.05;Bottom=FALSE;BottomPct=0.05"
"XCARBARYL","XTEBUPIRIMPHOS",0.175038380135417,0.40506807754165,0.419808655335287,0.0185317711769085,0.583407530857685,3.10028429975882e-98,1066,79,0.445028902551387,0.0119279792018847,103,0.501730567431949,0.000858606993116282,79,"GroupFilter=TRUE;MinGroup=10;Top=TRUE;TopPct=0.05;Bottom=FALSE;BottomPct=0.05"
